comment,emotion,polarity
"Achei lindo seu trabalho mais poderia falar os ingredientes da vela , não consegui ver o que colocou pra colorir",neutral,negativo
"Que lindo, parabéns, poderia gravar video aula pra gente aprender colega, por favor!",neutral,negativo
"Bastante criativo, porém não aconselho derreter a parafina em uma frigideira porque pode inflamar, e sim em uma panela  com bordas altas .",disgust,neutro
Lindo parabéns,neutral,positivo
Muito lindo o resultado!🎉🎉❤,neutral,positivo
Adorei!!🤩🤩Lindos trabalhos!! A decoupagem n precisa passar cola nem verniz?Vi que voce so usou o Soprador.,joy,positivo
Meu Deus 😮que coisa fantástica 👏👏👏👏👏👏,neutral,positivo
Maguinifico a ideia mais surpreende foi como fazer as rosinhas com as pontas d dedo muito lindo seu trabalho .💋💋✌,neutral,negativo
Hermosa artesania.,neutral,positivo
Lindos seus trabalhos 👏🤩👏👏,neutral,positivo
"Amei o seu vídeo , compartilhei muito",neutral,positivo
Quê maravilhas e você e muito criativa amei esses galhinhos secos com essas florzinhas parabéns 👏👏👏👏👏👏👏👏👏👏 abraços,neutral,positivo
Muito lindo esses arranjos. Amei.♥️🙌,neutral,negativo
Fantástico show de bola parabéns 👏👏👏👏👏👏👏👏👏👏 abraços,joy,positivo
Adorei! Maravilha!,joy,positivo
"Lindo trabalho,parabéns",neutral,positivo
Hermoso,neutral,positivo
Amei😍 obrigada pela aula e dica🥰🤎🤎,neutral,positivo
Muito lindo se trabalho,neutral,positivo
Bom dia,neutral,positivo
Amei 👍. Parabéns 👏👋👋,neutral,neutro
Maravillhoso!! O que tu colocas &quot;colorido&quot;  na parafina derretida? Batom? . <br>Obrigada por nos ensinar! ✿•♡•✿,neutral,positivo
Não conhecia esse canal. Por esse vídeo já me inscrevi. Parabéns. Trabalho lindo e de muito bom gosto,fear,positivo
Amei as ideias ❤️❤️❤️❤️🥰🥰🥰,neutral,positivo
Uau lindíssima vela artesanal parabéns e gostoso receber lembranças como essas 💐💗,neutral,positivo
Lindo lindo,neutral,positivo
"Que lindo  o seu trabalho, parabéns.",neutral,positivo
Adorei parabéns,neutral,positivo
Amei todas❣️🔥,neutral,positivo
😮😮nossa é perfeita muito lindas👏🏼👏🏼👏🏼👏🏼🙌🏼🙌🏼🫶,neutral,positivo
Lindos seus trabalhos.  Obrigada por compartilhar.,neutral,positivo
O você coloca para colorir as velas?,neutral,negativo
Lindo trabalho! Adorei!,joy,positivo
Perfeito!! Como fazer as velas  com fragrância em ? Tipo citronela ...cheiros diversos . Poderia  dar essa informação ? Gratidão 🙏🏻🥰,neutral,positivo
Bom dia  minha Amiga tudo Bem com vocês Seus Trabalhos São muitos lindos AMEI  Parabéns FICOU Prefeito DEUS  ABENÇOE VOCÊ SEMPRE ASSIM,neutral,positivo
O que é aquilo que usa para dar cor??????,neutral,negativo
Maravilhoso,neutral,positivo
Que lindo amei todos a sua arte 🙏🏻🙏🏻,neutral,positivo
Hermosa ❤,neutral,positivo
"Tudo muito lindo, parabéns pela sua criatividade 👌🏻❤️",neutral,positivo
Que lindo ame,neutral,positivo
Que trabalho maravilhoso 😃😍 amei 👏👏👏👏👏👏❤️🌹,neutral,positivo
Lindos 💖,neutral,positivo
Muito lindo.,neutral,negativo
Ter cuidado! a parafina é inflamáve!,joy,negativo
Maravilhoso 👏👏🥰,neutral,positivo
Que coisa mais linda 😍 amei,neutral,neutro
Maravilhoso trabalho com velas❤️🌹💝.<br>Parabéns 👏👏👏👏,neutral,positivo
Lindo 💖 delicado 😍 parabéns pelo seu trabalho e forma clara de ensinar 💖,joy,positivo
"Amei ,talento muito especial este trabalho com a vela .",neutral,positivo
Nossa  lindo arrasou  estou encantada  gratidão,neutral,positivo
"Oi muito lindo seus trabalhos, gostaria de saber como calcular preço? Quanto custa essa vela na caixa de leite, por exemplo? Obrigada",neutral,negativo
muito perfeito!!! parabéns. 💫,neutral,positivo
"Lindo demais, um encanto para meus olhos!!! 👏👏👏👏👏😘😘❤",neutral,positivo
Que lindo e delicado! Parabéns 👏👏😍!!!,neutral,positivo
Parabéns!!<br>Seu trabalho é muito lindo!!!,joy,positivo
Ideia maravilhosa ! Parabéns !🎂🥂👏🏻👏🏻👏🏻👏🏻,neutral,positivo
Que coisa mais linda!!! Eu adorei e vou fazer!!!,joy,positivo
"Que lindos, as rodinhas de cera de velas 🌹🕯️ parabéns 👏👏👏, Blumenau SC 🇧🇷",neutral,negativo
Lindo maravilhoso adorei!!,joy,positivo
Lindo demais,neutral,neutro
O que maravilla,neutral,positivo
Parabéns por tão  lindo trabalho 👏👏👏👏,neutral,positivo
Que lindos amei vou fazer! Gratidão pelas inspirações,joy,positivo
Muito lindas,neutral,negativo
Amo isso tudo.<br>Magnífico!❤<br>Obrigada ⚘,neutral,positivo
lindas velas fácil de fazer amei,anger,neutro
Linda  de mais,neutral,negativo
Hermosas manualidades,neutral,positivo
Muito lindo seu trabalho,neutral,positivo
Parabéns 👏👏 trabalho lindo e muito criativo❤️🇧🇷,neutral,positivo
Amei suas criatividades parabéns ficou lindo 💖,neutral,negativo
Que beleza de trabalho!,anger,positivo
Eu amei as três idéias!!parabéns 👏🏻👏🏻👏🏻,joy,positivo
Trabalhos maravilhosos 🙌🏻,neutral,positivo
"Trabalho maravilhoso, obrigada por nós compartilhar.💞.  🇧🇷",neutral,positivo
"excelente , adorei",neutral,positivo
"Q maravilha  ! todos são muito Lidos quero aprender a fazer essas velas decoradas, o q vc usou para colorir a parafina  ??? não entendi, me responda por favor, obrigada bjs bjs",neutral,positivo
Hermoso e interesante.,disgust,positivo
Lindo parabens,neutral,positivo
"Com o clima quente , estas rosa de vela não derrete cm o calor ?",neutral,negativo
Hermoso!,surprise,positivo
Parabéns pelo trabalho estamos juntos beijos 😍,neutral,positivo
Lindo apaixonadoa,neutral,positivo
Fantástico 😍 Parabéns 👋👋,neutral,positivo
"Lindo, amei, parabéns!",joy,positivo
Trabalho MARAVILHOSO MAGNÍFICO <br>DEUS TE ABENÇOE,neutral,positivo
Que chulada. Benditas manos ✋,neutral,negativo
Lindo demais !amei essa edeia,neutral,positivo
Lindos! Grata,neutral,positivo
Amei parabéns,neutral,neutro
ME ENCANTO!!!!!FELIZ 2023🙌🙏,neutral,positivo
Hermoso!,surprise,positivo
"Qué original todo, gracias por compartir 😊",disgust,positivo
Deus abençoe sempre 🙏,neutral,positivo
Parabéns 👏👏👏!<br>Trabalho espetacular!,neutral,positivo
Sonia Maria Simões filho Bahia lindo demais amei parabéns você tem um dom de Deus,neutral,negativo
Lindo!!!!,surprise,positivo
Sensacional   encsntada com sua criatividade  obg por compartilhar Abç,anger,positivo
Hermoso!!!,surprise,positivo
Amei. Obrigada por compartilhar conosco,neutral,positivo
W segunda ideia eu amei D+,disgust,positivo
Ficaram muito bonitas... 💗💗🤗💕💕🤩💖💖😍,neutral,positivo
Você é do Rio de Janeiro?,neutral,negativo
Na internet eles fazem parecer tão fácil. Mas quando vamos fazer vemos que é muito mais complexo. O primeiro investimento é praticamente para errar. Às vezes bate o desânimo. 😢,neutral,neutro
Seu trabalho é lindo 10,neutral,positivo
Qual é o tamanho do seu frasco?,neutral,negativo
"Obrigada pelo vídeo , ajudou bastante ❤",fear,positivo
Oiii essa decoração  linda é qual material? 🙂❤,neutral,negativo
Hoje foi um dia ruim pra mim aki no ateliê 🥺 esse pequeno vídeo me ajudou  muito ❤️🙌🏻obrigada,neutral,positivo
"Lindo o seu trabalhos, bjs",neutral,positivo
Vc é muito top amo seus vídeos,neutral,positivo
Amei demais esse vídeo. Sensacional! Seu trabalho e carisma são incríveis. Que Deus continue abençoando sua vida e toda a sua equipe maravilhosa. Gratidão ❤,neutral,positivo
Ola boa noite o que é creme vegetal que usou nas velas obrigado.,disgust,positivo
"Amo escutar o Peter ,tem uma voz um carinho para explicar sou fã!! Sucesso",joy,positivo
Gostaria de saber o modelo da flor que vai no copo menor,neutral,neutro
"Peter,tinha que tingir parafina,usei corante de chocolate comestivel, ficou rosa como eu precisava,deu certo.",neutral,neutro
@fernandobisetto <br>Estou com preços atrativo vidro Nadir Figueiredo!,surprise,negativo
Ansiosa até amanhã.que lindo essas velas❤,neutral,positivo
"Chegando agora no seu canal! Simplesmente perfeito ❤ amei cada detalhe e vc é muito bom explicando , excelente no que faz.",joy,positivo
Alguém me explica que gordura é essa?,neutral,negativo
"Maravilhoso seu trabalho,suas explicações,qto mais vc compartilha sei que mais Deus te abençoa",neutral,positivo
Nossa ele era tão lindinho agora parece homem das cavernas!!!!!,neutral,positivo
"Amigo PRECISO compra firma de rosa como faço,qual código dela",neutral,positivo
"Gente, eu chorei assistindo esse vídeo. Sempre tive em mente ter um negócio onde eu pudesse fazer produção com as mãos, qualquer coisa. Por um tempo dei um pause nessa vontade para trabalhar com a internet, e que sofrimento é, realmente não nasci para ficar muito tempo na frente de computador, gosto de criatividade, de ver as coisas criando forma, de dar significado ao que estou vendo. <br><br>Vi esse video do Peter por acaso (13/04/2023), e que carinho! Fiquei tão emocionada assistindo, pois me despertou o desejo de trabalhar nesse sonho engavetado.<br><br>Obrigada Peter, por tanto carinho, tanta dedicação e simplicidade ao ensinar uma arte tão linda. E gente, arte cura a vida de uma forma que não sei explicar. Esse vídeo é isso, arte ensinando arte.",neutral,positivo
Piter onde compra essas forminhas de silicone funda?,neutral,negativo
Ta muito  longe não  dá  pra ver nafa,neutral,negativo
"eu to apaixonada de vdd! Meu marido ja nao aguenta mais ouvir o nome Peter Paiva dentro de casa. KKKKKK Eu to querendo muito o sue curso,  preciso urgentemente aprender a precificar as velas. :(",neutral,positivo
Gostaria de saber qual corantes foram usados para fazer esses tons de rosas e da rosa cor de uva ? Obrigada 😊,neutral,neutro
"Oi eu fiz uma vela c esencias de flor Branca e não não ficou isalando cheiro nem um, coloquei 10%de esencias  é normal e o que devo fazer p ficar isalando cheiro?",neutral,negativo
Tudo maravilhoso aí fica perfeito seu trabalho é fantástica muito lindo parabéns,joy,positivo
Quanto preciso colocar de corante em pó? Obrigada ❤,neutral,positivo
"Oi Peter, amo de coração seus videos... é uma terapia pra mim ♡ tenho duas dúvidas:<br>1- qual a diferença da parafina macro e a parafina de soja ?<br>2- para que serve a gordura vegetal na produção de velas aromáticas ? É necessário ?<br><br>Muito obrigada ♡",neutral,positivo
Como não apaixonar! A maneira que você ensina é apaixonante! Você é show! Obrigada por transmitir seu conhecimento e dar oportunidade a milhares de pessoas de terem uma renda fazendo arte com velas! ❤️,joy,positivo
Peter esse vidro fino não estoura com o calor? Posso fazer vela em qualquer vidro mesmo nos finos?,neutral,negativo
Peter vc arrasa 👏👏👏👏 🥰🥰🥰 obrigada por compartilhar 😘😘,neutral,negativo
Sou muito sua fã.  Vc é demais. Parabéns  Peter,disgust,positivo
Pode ser email,neutral,neutro
Peter Paiva tempo curto artesanatos  deles muito lindo..ja aprendi Aromatizadores  ambiente 😍😍continue  sempre assim,joy,positivo
"Adorei a forma de como você explica, teria algum curso?",neutral,positivo
"Peter vc é minha inspiração, pra nunca entrar em depressão. Muita gratidão por todos seus ensinamentos. Gosto muito de fazer velas e foi uma alegria enorme assistir os seus cursos na Mega Artesanal.",joy,positivo
"nao  quero essa  da flor  de lis nao ela e estranha ,",neutral,negativo
até agora não achei esse bendito rótulo gratis no site,anger,negativo
Me indica um site pra me comprar esses produtos,neutral,negativo
Queria videoaula mais serio...me confunde essas brincadeiras,neutral,neutro
Vc é maravilhoso,neutral,positivo
"Ola Peter você vende ias velas prontas em quatidades ou só ensina a fazer,gostaria de entrar em contato com você",anger,negativo
"Peter como eu fasso pra armazenar esse tipo de vela ,no caso é preciso deixar fechado pra não exalar e perder o cheiro",fear,positivo
"Peter, sou apaixonada pelos seus vídeos. Parabéns.",neutral,positivo
"Amei, qual valor podemos vender uma vela dessa ? Obrigada 😊",neutral,negativo
Posso substituir a gordura vegetal por cera a base de côco?,neutral,negativo
"Gostaria de comprar suas essenciais e forma de cilicone de flor, como eu faço?",neutral,neutro
dar para fazer na cera de coco??,neutral,negativo
Olá gostaria de saber o que é perfume de princesa obrigada ☺️,neutral,positivo
"Peter, em que momento coloco o corante na parafina ?",neutral,negativo
Arrasouu,neutral,neutro
"Show. Como derreter a parafina ? O que compensa mais, fogão ou máquina. Qual máquina com melhor custo benefício ?",anger,neutro
Sempre maravilhoso tudo,neutral,positivo
Essa vela parece um bolo....😍,neutral,negativo
Parabéns! Belos trabalhos. Saúde e sucesso sempre!,anger,positivo
"Eu amo o Peter e o trabalho dele que é um sonho.Tudo é lindo .<br>Ainda não me arrisquei a fazer velas ,mas estou aprendendo primeiro.",neutral,positivo
Gostoso de mais assistir vocês!!!,neutral,positivo
Pq minha vela está apagando?,neutral,negativo
Parabéns!  Conheci  agora o canal  e adorei.  Para esse  tipo de vela pode colocar perfume no lugar da essência?,neutral,positivo
"Impossível não se apaixonar, no entanto, sinto falta dele aproximar os itens mais próximo da caneta, queremos ver os detalhes, mal enxerguei o sabonete",neutral,negativo
Faz uma linha pet,anger,positivo
"peter vc e muita luz, ha muito admiro vc, assistir seu curso  de velas, gostaria de aprender a fazer velas perfumadas, nunca fiz onde e como posso visualizar suas aulas, me ajuda por favor, o material para iniciante o que devo comprar primeiro, bjos marlene",neutral,positivo
A essência é específica para velas ou pode ser a que você faz aromatizadores?,neutral,neutro
Vc é o cara amoo tudo q vc faz 😍😍😍😍,neutral,positivo
É igual ao sabonete não pode ferver??,neutral,negativo
"Peter parabéns pelo vídeo!!! Só fiquei com uma dúvida, as rosas de vela, também  são perfumadas???",surprise,negativo
"Muito lindo! Amei!! Qual a gordura vegetal, a do super mercado? Sou nova qui, estou escrita  no evento do dia 6.obrigada",neutral,negativo
Amei vc!! Queria muito saber onde comprar os produtos  para fazer velas....sou apaixonada em velas..e tenho muita facilidade com artesanatos..pra vcs..the best.⭐⭐✨✨💞,joy,positivo
Menino de um carisma uma educação ímpar👏👏👏🍋🍋,fear,positivo
"Peter,você é um show completo🤩<br>E essa equipe ein!!?👏👏👏👏💝<br>Te sigo a anos já,e não me lembro de nada que você tenha feito e não tenha sido uma maravilha.Energia linda,Deus continue abençoando você e sua equipe cada vez mais.🙏💖💖 Gratidão por ter encontrado vocês 😘",neutral,positivo
"Oi, Peter, bom dia!<br>Sempre fui apaixonada por velas, mas só agora decidi me aventurar em produzí-las, não fiz nenhum curso, estou te acompanhando no youtobe. Gostaria de saber como desenformar ss velas, tem alguma dica preciosa? Obg por suas publucações!👏👏👏👏👏😘",neutral,positivo
Peter vc sempre arrasando  com suas criatividades .<br>Eu amo inventar criar novidades aromáticas essências  e banhos maravilhoso .<br>Parabéns a você é toda sua equipe .<br>Beijos no coração ❤ de tds desde Ctba PR. 👏🙏.Maria .,neutral,positivo
Gosto muito do seus vídeos  perfeitos   tenho  muita vontade  de te conhecer  Deus te abençoe 🙏  e toda sua equipe,neutral,positivo
Peter porque vc não usa a cera de coco ?,neutral,negativo
Peter é demais 🤍,neutral,positivo
Ahhh já tô doida pra chegar os produtinhos q comprei no site ❤ louca pra artesanar lkkkkll 🥰💚,joy,negativo
Maravilhoso!!! 💕,joy,positivo
Ja cheguei dando like seu video e maravilho amei vai me vizitar amigo no meu canal re reciclagem vou ficar feliz bsos parabens,neutral,positivo
"Peter, é possível fazer a vela só com a parafina de soja, sem a gordura? Da muita diferença?",neutral,negativo
